"","user","sentimentA"
"2320","stephanmoke",1
"2321","stephanproctor",0
"2322","Stephen53689192",-1
"2323","stephhh_marie_",0
"2324","steppnav",-1
"2325","steve_oranges",1
"2326","StevenEhrlich3",2
"2327","StevenMurrayJr",0
"2328","StevenRosenblum",-2
"2329","StevePolternest",1
"2330","StevesPenn",-1
"2331","stevetdaniels",1
"2332","stevis78",1
"2333","stfuregressives",4
"2334","stheticsbrah",2
"2335","stlawrencesy6",0
"2336","stonedyogagirl",3
"2337","stonefacenathan",0
"2338","stoneybrew",2
"2339","StopGaslighting",-1
"2340","STOTTINMAD",-1
"2341","Stratego89",-2
"2342","strikeplank",0
"2343","Stupot1994",-1
"2344","Sturg_23",2
"2345","stylistdizzy",3
"2346","suaviter9",1
"2347","SubBarbie",-2
"2348","suchawallflower",1
"2349","SugarBombsAway",-2
"2350","SunlightLord",1
"2351","sunsethoe_",1
"2352","suntiger745",0
"2353","SuperDuperKanye",0
"2354","supersonxc",4
"2355","Supreme____Beef",2
"2356","suprgtt",1
"2357","suprihmbe",1
"2358","SurfSpaghetti",-1
"2360","SusanShmoozer",1
"2361","Suziebells",-1
"2362","svalentino96",0
"2363","swagerstedt",0
"2364","SwaggerDTF",1
"2365","SwaggyP_803",1
"2366","SwannStreet",0
"2368","sweetpea1977",1
"2369","SWFLRugby",2
"2370","swimbikerunmoms",-1
"2371","swimmermomma",-1
"2372","SwingCod",0
"2373","SwissTriple_M",2
"2374","swivman",3
"2376","sydneyherondale",0
"2377","sydspire",3
"2378","SYH1961",-2
"2379","SyntaxError1871",2
"2380","t_pointless",1
"2381","T_Rex_Esq",0
"2382","Tacopizzamusic",1
"2383","Tailsimp",1
"NA.3",NA,NA
"2385","take_the_red_1",1
"2386","takief",0
"2387","TalkPlo",1
"2388","TANSTAAFL24",-1
"2389","TAOShinaishin",0
"2390","taotao_salupa5",0
"2391","taraculkin",0
"2392","TateKeane",1
"2393","Tauroney",1
"2394","tavetaan",2
"2395","taxigrem",-2
"2396","TaxManObsidian",-2
"2397","tay_gonzo",-4
"2399","tcp2018",0
"2400","TeamHungry99",-3
"2401","techno92",0
"2402","TedTheCortez",1
"2403","teedwrightoff",1
"2404","TempletonPeck11",0
"2405","temporalblur",-1
"2406","TennesseeDanny",1
"2407","tennis_shots",2
"2408","TenTonGeek",-1
"2409","teodranik",1
"2410","teradactyl80",2
"2411","Teresay54001118",0
"2412","teridene",0
"2413","TerrificTom777",1
"2415","teslafuller",2
"2416","TetrologyGaming",3
"2417","TEX_49",3
"2419","TF2Captain",2
"2420","Tffny_B",0
"2421","th3wobot",1
"2422","ThaBoogster",1
"2423","thaDancingKing",0
"2424","Thamsla",1
"2425","thatcher_terri",-1
"2426","thatgoodhyucc",0
"2427","ThatMichiganGir",0
"2428","ThatZenDudee",0
"2429","THE_DAILY_BLEAT",1
"2430","The_Ludonarrian",2
"2431","the_scott",-2
"2432","the_thresher",0
"2433","TheAshCartier",0
"2434","TheBearHimself",2
"2435","tHEbOSSiShEREyA",0
"2436","TheBoyWonder16",0
"2437","thebuckmcgruff",-1
"2438","TheCartoonLoon",1
"2439","thecentreoc",2
"2440","thechemtrailkid",1
"2441","TheChrisGlass",0
"2442","TheComingChaos",0
"2443","TheCyberPunk17",0
"2444","thedarkestwaves",1
"2445","TheDebraSanchez",1
"2446","thedtvbox",-1
"2447","thedudekfc",0
"2449","thegalluzz",-1
"2450","theglassPhoenix",0
"2451","thehipsch",-1
"2452","TheHockeyGhostt",3
"2453","TheHypokritiks",-1
"2454","thejennbo",-2
"2455","thekatthoughts",0
"2456","TheKhaldoon",-1
"2457","thelandtrout",0
"2458","thelonelydalek",-2
"2459","Thelord_ofBears",2
"2460","TheMadPigeon",2
"2461","thenewsinbits",0
"2462","TheNickBrandle",0
"2463","ThenSheAppears",0
"2464","theohsofabulous",-2
"2465","theone20152016",-3
"2466","theoneguy34",1
"2467","theoneTWUEway",-1
"2468","thepopecaroline",2
"2469","TheQueerMagneto",0
"2471","therealDUBIUS",0
"2472","therealjrjr",0
"2473","TheRealKlauss",0
"2474","TheRealMargulis",1
"2475","TheRealTobinski",-2
"2476","TheRetrofan21",0
"2477","thermolito",0
"2478","therocksfilms",0
"2479","TheRogue_Elf",1
"2480","theS0D",-1
"2481","TheSentinel93",0
"2482","TheSharpeful",3
"2483","theshockers10",1
"2484","TheSmokingYeti",1
"2485","TheSunshineVibe",1
"2486","TheThrockmorton",2
"2487","thetoewsera",1
"2489","TheWolfsWord",0
"2490","thewritewhale",2
"2491","TheZackMasters",3
"2492","thillflannery",1
"2493","Thinkablelemon7",1
"2494","thinkCara",-2
"2495","ThinkItThruUSA",1
"2496","ThisisWatley",1
"2497","thomasdowns11",1
"2498","ThomasDurrant7",0
"2499","ThomasHunter666",0
"2500","ThunderB",-1
"2501","Thunderflare59",1
"2502","Tiffany1985B",1
"2503","tiffanygoehr_",1
"2504","Tikiri_Herath",1
"2505","Tim196th",0
"2506","Tim55081",-1
"2508","TimeyWimeyTessa",2
"2509","TimFJohnson",0
"2510","timjim59",1
"2511","timogeo",0
"2512","timswar",-1
"2513","TimWachter",0
"2514","tinnkky",-1
"2515","Tiny_But_M1ghty",-1
"2516","tiny_little_dot",2
"2517","tiredofwinning2",2
"2518","tirving0680",-1
"2519","tiz9000",1
"2521","tlange92",-2
"2522","tmack23333",-1
"2523","tMidnight__T",-1
"2524","TMugg",-1
"2526","TobyGrierson",1
"2528","Toilet316",1
"2529","TokenHenry",0
"2530","tolkienfan",1
"2531","tomk6286",2
"2532","tommuldooniii",1
"2533","tomyrobinsonfag",2
"2534","ToniMZ81",0
"2535","TonnieSmith82",1
"2536","Tony_Burge69",0
"2537","tonycamatto",1
"2538","TonySullivan71",0
"2539","Top_kat1",4
"2540","Tory08452202",1
"2542","TournaudT",-1
"2543","tracer4200",0
"2544","tracymccrite",2
"2545","TrapGodAlec",1
"2546","travispjohnson",-2
"2547","trebleCIef",-2
"2549","TrendsLA",1
"2550","TrendsPortland",1
"2551","TrevorBurgin",-2
"2552","TrevorSpitzley",0
"2553","trey_stratos",2
"2555","TRIGGURD",0
"2556","trihexafIexagon",-1
"2558","trioxVSstuff",-1
"2559","Triple_A_YT",1
"2560","trish_shanahan",0
"2561","trixasparks",2
"2562","TRON1160",1
"2564","trouvaine",0
"2565","truelyesoteric",2
"2566","truly_biased",0
"2567","trumpocrat",-1
"2568","TrumpsRockin",-2
"2569","Trumptastrophe1",0
"2570","Trumpwatcher",1
"2572","tryanmax",1
"2574","turnipseeds",2
"2575","tuscaloosabama",1
"2577","twillynavy246",-1
"2578","twinklelilbitch",-1
"2579","twistedpuppet",0
"2580","twitt_reed",-1
"2581","TwoSandcastles",1
"2582","TygaMillionaire",0
"2583","Tyler__Root",-1
"2584","TylerDoor",-1
"2585","TylerDurden6996",-1
"2586","tylerkagy",2
"2587","tyronnpoo",1
"2588","UAintJB",1
"2589","uckfay_uyay",0
"2590","ultimaterude",0
"2591","Ultravii0lence",0
"2592","ultsangxinghyun",1
"2593","Unanimous_D",0
"2594","unhootchie",2
"2595","Unicorn_Shimmer",-1
"2596","unitedwolff",1
"2597","UniversalBasic",2
"2598","unlovelyrita",2
"2599","UnRealNateStorm",-3
"2600","unrosteable",-2
"2601","unsafeideas",1
"2602","uppittynegress",1
"2603","UrQuanKin",2
"2604","US_Conservatism",1
"2605","V_S_2015",1
"2606","vabeachmom",-2
"2607","Vagrant_Zero",-1
"2608","valeriekeefe",2
"2609","valilies",-1
"2610","VAmuscle",2
"2612","vaswanijuhi",1
"2613","Vault_81",-1
"2614","VDemylo",0
"2615","Vegasidler",-1
"2616","VeilSideFrtn",-1
"2617","VelfVi",2
"2618","Veluux",2
"2619","VelvetxTwist",1
"2620","Vendboygreg",-2
"2621","VeronicaLouise",0
"2622","VickerDeangelo",2
"2623","Victoriaahx",2
"2624","VictoriousLoL1",-2
"2625","VieKng",-2
"2626","VikingQuad",1
"2627","virgoBipolar",2
"2628","vixxsinn66",1
"2629","vlynpowell",2
"2631","VocalFreesia",2
"2632","Voidwatcher",2
"2633","VolatileAmine",0
"2634","VPofClowns",1
"2635","vr0d",0
"2636","VUFANINTX",2
"2637","VulpineNinja",2
"2638","w74830519",0
"2639","wabbitwords",1
"2640","WAFFLEUPPAGUS",-1
"2641","wakeywakey10",0
"2642","wakingupkk",1
"2643","walkitalone",0
"2644","walterdonovan84",1
"2645","WanderersShadow",2
"2647","WaspHivetower",0
"2648","wastecoIIector",-1
"2649","waynepooley",-1
"2650","WC_Fox",0
"2651","WeAreGoinHippie",0
"2652","Weirdocalypse",-2
"2653","Weirwood522",0
"2654","wella75",-1
"2655","wert0o",0
"2656","Wes_Bus",0
"2657","WesleyRambles",-1
"2658","WesternMan20",0
"2659","WestonINoble",1
"2660","Westwindqwert",0
"2661","whale59",0
"2662","What0316",2
"2663","What2DoNext",0
"2664","wheredthesodago",1
"2665","White_Shockz",-2
"2666","whitestbaser",-1
"2668","whomeverett",-1
"2669","wildestwords",2
"2670","WildlifeBioGal",1
"2671","Wildomar9991",0
"2672","Will_D_Matthews",0
"2674","WilliamMarshal0",-2
"2675","Willow94276105",0
"2676","willpatriarchy",2
"2677","Willsdiscovers",0
"2678","winterpatriot17",0
"2679","Wiolant88",1
"2680","WiseLoudOwl",0
"2681","Wiser_OH",1
"2682","WiseUzumaki",0
"2683","wolfencreek",-1
"2684","WolfGirl_84",0
"2685","Wolfofthenyght",2
"2686","wooden_fork",1
"2687","woodjt5",-1
"2688","WookieLife",1
"2689","WoT_Scrub",1
"2690","wpt_16",2
"2691","writenoelle",1
"2692","wrys_n",-2
"2693","WypipoWoke",2
"2694","wyurm",-2
"2695","xbiscaynebaex",0
"2696","xbuilderbob1",1
"2697","XDaneelOlivaw",1
"2698","Xfog_Hut",-1
"2699","xhillzy",0
"2700","Xion136",0
"2701","xKare_bear",-1
"2702","XMalice",1
"2703","xoey",-2
"2704","xrcvry_",2
"2705","xsadcassie",-3
"2706","xxxxxs_sensored",1
"2707","XylophoneZaha",-2
"2708","Ya_KalbYa_Khara",-2
"2709","yankee_bailey",0
"2710","yao_dg",0
"2712","yasmina0812",-1
"2713","yeefoon3hunna",1
"2714","Yeetbot900",0
"2715","yendorcire",-3
"2716","yitshak_",1
"2717","yitzyy",0
"2718","Yolo_Duck15",1
"2719","yOuAiNtNoCrOoK",-2
"2720","youfleek",0
"2721","Young_sims",0
"2722","YoungKinG_17",1
"2723","youngMrMackey",2
"2724","YoungThomas1773",0
"2725","YourHeroVir",1
"2726","Youxia_Panda",0
"2728","yucajanai",0
"2729","yumadbro2017",1
"2730","yungbulgogi",1
"2731","yurionseptic",0
"2732","yyys_guy",0
"2733","z_c31",0
"2734","ZacharyRoberts_",2
"2735","ZachMcClain93",-1
"2736","ZacYates87",-2
"2737","Zahzoop",-2
"2738","zajuts149",-1
"2739","ZaneGoodell",-1
"2741","ZeBlackSensei",0
"2742","zedoom",0
"2743","Zengais",1
"2744","ZenoIsStoic",0
"2745","zer_netmouse",0
"2746","zlsvvc",-2
"2747","znzxn77",1
"2748","ZoeMeier2",0
"2749","zozochristina",0
"2750","zZhenTeKk",1
